,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,country,salary
224,53.0,Local-gov,140359.0,Preschool,1,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,35.0,United-States,<=50K
225,18.0,Private,243313.0,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,40.0,United-States,<=50K
227,66.0,Self-emp-not-inc,167687.0,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,1409,0,50.0,United-States,<=50K
228,75.0,Private,314209.0,Assoc-voc,11,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,20.0,Columbia,<=50K
229,65.0,Private,176796.0,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
230,35.0,Private,448337.0,11th,7,Separated,Transport-moving,Not-in-family,Black,Male,3674,0,40.0,United-States,<=50K
231,41.0,Private,130408.0,HS-grad,9,Divorced,Sales,Unmarried,Black,Female,0,0,38.0,United-States,<=50K
232,25.0,Private,159732.0,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,42.0,United-States,<=50K
233,33.0,Private,110978.0,Some-college,10,Divorced,Craft-repair,Other-relative,Other,Female,0,0,40.0,United-States,<=50K
234,28.0,Private,76714.0,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,55.0,United-States,>50K
235,59.0,State-gov,268700.0,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40.0,United-States,<=50K
236,40.0,State-gov,170525.0,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,38.0,United-States,<=50K
237,41.0,Private,180138.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50.0,Iran,>50K
239,23.0,Private,115458.0,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40.0,United-States,<=50K
240,40.0,Private,347890.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40.0,United-States,>50K
241,41.0,Self-emp-not-inc,196001.0,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,20.0,United-States,<=50K
242,24.0,State-gov,273905.0,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,50.0,United-States,<=50K
243,20.0,,119156.0,Some-college,10,Never-married,,Own-child,White,Male,0,0,20.0,United-States,<=50K
244,38.0,Private,179488.0,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,1741,40.0,United-States,<=50K
245,56.0,Private,203580.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,35.0,,<=50K
246,58.0,Private,236596.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45.0,United-States,>50K
247,32.0,Private,183916.0,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,34.0,United-States,<=50K
248,40.0,Private,207578.0,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,60.0,United-States,>50K
249,45.0,Private,153141.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40.0,,<=50K
250,41.0,Private,112763.0,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40.0,United-States,>50K
251,42.0,Private,390781.0,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40.0,United-States,<=50K
252,59.0,Local-gov,171328.0,10th,6,Widowed,Other-service,Unmarried,Black,Female,0,0,30.0,United-States,<=50K
253,19.0,Local-gov,27382.0,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40.0,United-States,<=50K
254,58.0,Private,259014.0,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,20.0,United-States,<=50K
255,42.0,Self-emp-not-inc,303044.0,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,0,0,40.0,Cambodia,>50K
256,20.0,Private,117789.0,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,40.0,United-States,<=50K
257,32.0,Private,172579.0,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,0,0,30.0,United-States,<=50K
258,45.0,Private,187666.0,Assoc-voc,11,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,45.0,United-States,<=50K
259,50.0,Private,204518.0,7th-8th,4,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
260,36.0,Private,150042.0,Bachelors,13,Divorced,Prof-specialty,Own-child,White,Female,0,0,40.0,United-States,<=50K
261,45.0,Private,98092.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60.0,United-States,<=50K
263,59.0,Private,146013.0,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,4064,0,40.0,United-States,<=50K
264,26.0,Private,378322.0,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
266,19.0,,218956.0,Some-college,10,Never-married,,Own-child,White,Male,0,0,24.0,Canada,<=50K
267,64.0,Private,21174.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,>50K
268,33.0,Private,185480.0,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45.0,United-States,<=50K
269,33.0,Private,222205.0,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,40.0,United-States,>50K
270,61.0,Private,69867.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,>50K
271,17.0,Private,191260.0,9th,5,Never-married,Other-service,Own-child,White,Male,1055,0,24.0,United-States,<=50K
273,27.0,Local-gov,209109.0,Masters,14,Never-married,Prof-specialty,Own-child,White,Male,0,0,35.0,United-States,<=50K
274,30.0,Private,70377.0,HS-grad,9,Divorced,Prof-specialty,Own-child,White,Female,0,0,40.0,United-States,<=50K
275,43.0,Private,448337.0,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40.0,United-States,<=50K
276,44.0,Private,170924.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40.0,United-States,>50K
277,35.0,Private,190174.0,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
278,25.0,Private,193787.0,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,40.0,United-States,<=50K
279,24.0,Private,279472.0,Some-college,10,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,7298,0,48.0,United-States,>50K
280,22.0,Private,34918.0,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,15.0,Germany,<=50K
281,42.0,Local-gov,97688.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,5178,0,40.0,United-States,>50K
282,34.0,Private,175413.0,Assoc-acdm,12,Divorced,Sales,Unmarried,Black,Female,0,0,45.0,United-States,<=50K
283,60.0,Private,173960.0,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,42.0,United-States,<=50K
284,21.0,Private,205759.0,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40.0,United-States,<=50K
285,57.0,Federal-gov,425161.0,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,15024,0,40.0,United-States,>50K
286,41.0,Private,220531.0,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60.0,United-States,>50K
287,50.0,Private,176609.0,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,0,0,45.0,United-States,<=50K
288,25.0,Private,371987.0,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
289,50.0,Private,193884.0,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,Ecuador,<=50K
290,36.0,Private,200352.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45.0,United-States,<=50K
291,31.0,Private,127595.0,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
292,29.0,Local-gov,220419.0,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Male,0,0,56.0,United-States,<=50K
293,21.0,Private,231931.0,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,45.0,United-States,<=50K
294,27.0,Private,248402.0,Bachelors,13,Never-married,Tech-support,Unmarried,Black,Female,0,0,40.0,United-States,<=50K
295,65.0,Private,111095.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,16.0,United-States,<=50K
296,37.0,Self-emp-inc,57424.0,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,0,0,60.0,United-States,<=50K
297,39.0,,157443.0,Masters,14,Married-civ-spouse,,Wife,Asian-Pac-Islander,Female,3464,0,40.0,,<=50K
298,24.0,Private,278130.0,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40.0,United-States,<=50K
300,48.0,Private,146268.0,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,7688,0,40.0,United-States,>50K
301,21.0,Private,153718.0,Some-college,10,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,25.0,United-States,<=50K
302,31.0,Private,217460.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45.0,United-States,>50K
303,55.0,Private,238638.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,4386,0,40.0,United-States,>50K
304,24.0,Private,303296.0,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,40.0,Laos,<=50K
305,43.0,Private,173321.0,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
306,26.0,Private,193945.0,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Male,0,0,45.0,United-States,<=50K
307,46.0,Private,83082.0,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,33.0,United-States,<=50K
308,35.0,Private,193815.0,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40.0,United-States,>50K
309,41.0,Self-emp-inc,34987.0,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,54.0,United-States,>50K
310,26.0,Private,59306.0,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
311,34.0,Private,142897.0,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,7298,0,35.0,Taiwan,>50K
312,19.0,,448337.0,Some-college,10,Never-married,,Own-child,Black,Female,0,0,25.0,United-States,<=50K
313,36.0,Self-emp-not-inc,205607.0,Bachelors,13,Divorced,Prof-specialty,Not-in-family,Black,Female,0,0,40.0,United-States,>50K
314,22.0,Private,199698.0,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,15.0,United-States,<=50K
315,24.0,Private,191954.0,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
316,77.0,Self-emp-not-inc,138714.0,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40.0,United-States,<=50K
317,22.0,Private,399087.0,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Female,0,0,40.0,Mexico,<=50K
318,29.0,Private,423158.0,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
319,62.0,Private,159841.0,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,24.0,United-States,<=50K
320,39.0,Self-emp-not-inc,174308.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,<=50K
321,43.0,Private,50356.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1485,50.0,United-States,<=50K
322,35.0,Private,186110.0,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,45.0,United-States,<=50K
323,29.0,Private,200381.0,11th,7,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
325,63.0,Self-emp-not-inc,78383.0,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45.0,United-States,<=50K
326,23.0,,211601.0,Assoc-voc,11,Never-married,,Own-child,Black,Female,0,0,15.0,United-States,<=50K
327,43.0,Private,187728.0,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1887,50.0,United-States,>50K
328,58.0,Self-emp-not-inc,321171.0,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40.0,United-States,<=50K
329,66.0,Private,127921.0,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,2050,0,55.0,United-States,<=50K
330,41.0,Private,206565.0,Some-college,10,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,45.0,United-States,<=50K
331,26.0,Private,224563.0,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
332,47.0,Private,178686.0,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
333,55.0,Local-gov,98545.0,10th,6,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40.0,United-States,<=50K
334,53.0,Private,242606.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40.0,United-States,<=50K
335,17.0,Private,270942.0,5th-6th,3,Never-married,Other-service,Other-relative,White,Male,0,0,48.0,Mexico,<=50K
336,30.0,Private,94235.0,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,40.0,United-States,<=50K
337,49.0,Private,71195.0,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,60.0,United-States,<=50K
338,19.0,Private,104112.0,HS-grad,9,Never-married,Sales,Unmarried,Black,Male,0,0,30.0,Haiti,<=50K
339,45.0,Private,261192.0,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40.0,United-States,<=50K
340,26.0,Private,94936.0,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
341,38.0,Private,296478.0,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40.0,United-States,>50K
342,36.0,State-gov,119272.0,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,7298,0,40.0,United-States,>50K
343,33.0,Private,85043.0,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,20.0,United-States,<=50K
344,22.0,State-gov,293364.0,Some-college,10,Never-married,Protective-serv,Own-child,Black,Female,0,0,40.0,United-States,<=50K
345,43.0,Self-emp-not-inc,241895.0,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,42.0,United-States,<=50K
347,30.0,,151989.0,Assoc-voc,11,Divorced,,Unmarried,White,Female,0,0,40.0,United-States,<=50K
348,56.0,Private,101128.0,Assoc-acdm,12,Married-spouse-absent,Other-service,Not-in-family,White,Male,0,0,25.0,Iran,<=50K
349,31.0,Private,156464.0,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,25.0,United-States,<=50K
350,33.0,Private,117963.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,>50K
351,26.0,Private,192262.0,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40.0,United-States,<=50K
352,33.0,Private,111363.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,>50K
353,46.0,Local-gov,329752.0,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,30.0,United-States,<=50K
354,59.0,,372020.0,Bachelors,13,Married-civ-spouse,,Husband,White,Male,0,0,40.0,United-States,>50K
355,38.0,Federal-gov,95432.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40.0,United-States,>50K
356,65.0,Private,161400.0,11th,7,Widowed,Other-service,Unmarried,Other,Male,0,0,40.0,United-States,<=50K
357,40.0,Private,96129.0,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40.0,United-States,>50K
358,42.0,Private,111949.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35.0,United-States,<=50K
359,26.0,Self-emp-not-inc,117125.0,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,Portugal,<=50K
360,36.0,Private,348022.0,10th,6,Married-civ-spouse,Other-service,Wife,White,Female,0,0,24.0,United-States,<=50K
361,62.0,Private,270092.0,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40.0,United-States,>50K
362,43.0,Private,180609.0,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45.0,United-States,<=50K
363,43.0,Private,174575.0,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,1564,45.0,United-States,>50K
364,22.0,Private,410439.0,HS-grad,9,Married-spouse-absent,Sales,Not-in-family,White,Male,0,0,55.0,United-States,<=50K
365,28.0,Private,92262.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
366,56.0,Self-emp-not-inc,183081.0,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45.0,United-States,<=50K
367,22.0,Private,362589.0,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Female,0,0,15.0,United-States,<=50K
368,57.0,Private,212448.0,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,45.0,United-States,>50K
369,39.0,Private,448337.0,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,40.0,United-States,<=50K
370,26.0,Federal-gov,185885.0,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,15.0,United-States,<=50K
372,40.0,State-gov,184018.0,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,38.0,United-States,>50K
373,45.0,Private,256649.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40.0,United-States,<=50K
374,44.0,Private,160323.0,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40.0,United-States,<=50K
376,33.0,Private,267404.0,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,40.0,United-States,<=50K
377,23.0,Private,35633.0,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
378,46.0,Self-emp-not-inc,80914.0,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,30.0,United-States,<=50K
379,38.0,Private,172927.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50.0,United-States,<=50K
380,54.0,Private,174319.0,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
381,46.0,Private,214955.0,5th-6th,3,Divorced,Craft-repair,Not-in-family,White,Female,0,2339,45.0,United-States,<=50K
382,25.0,Private,344991.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
383,46.0,Private,108699.0,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
384,36.0,Local-gov,117312.0,Some-college,10,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,40.0,United-States,<=50K
385,23.0,Private,396099.0,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,25.0,United-States,<=50K
386,29.0,Private,134152.0,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
388,19.0,Private,25429.0,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,16.0,United-States,<=50K
389,19.0,Private,232392.0,HS-grad,9,Never-married,Other-service,Other-relative,White,Female,0,0,40.0,United-States,<=50K
390,35.0,Private,220098.0,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40.0,United-States,>50K
391,27.0,Private,301302.0,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50.0,United-States,<=50K
392,46.0,Self-emp-not-inc,277946.0,Assoc-acdm,12,Separated,Craft-repair,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
393,34.0,State-gov,98101.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,45.0,,>50K
394,34.0,Private,196164.0,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,35.0,United-States,<=50K
395,44.0,Private,115562.0,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40.0,United-States,<=50K
396,45.0,Private,96975.0,Some-college,10,Divorced,Handlers-cleaners,Unmarried,White,Female,0,0,40.0,United-States,<=50K
397,20.0,,137300.0,HS-grad,9,Never-married,,Other-relative,White,Female,0,0,35.0,United-States,<=50K
398,25.0,Private,86872.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55.0,United-States,>50K
399,52.0,Self-emp-inc,132178.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50.0,United-States,>50K
400,20.0,Private,416103.0,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40.0,United-States,<=50K
401,28.0,Private,108574.0,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
402,50.0,State-gov,288353.0,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40.0,United-States,>50K
