,Unnamed: 0,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,country,salary
18581,19791,47.0,Local-gov,81654.0,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,56.0,United-States,>50K
20739,22108,48.0,Private,152915.0,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
28132,30009,28.0,Self-emp-not-inc,35032.0,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50.0,United-States,<=50K
20089,21414,40.0,Self-emp-inc,191429.0,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40.0,United-States,>50K
12505,13324,33.0,Private,388741.0,Some-college,10,Never-married,Adm-clerical,Unmarried,Other,Female,0,0,38.0,United-States,<=50K
13335,14214,32.0,Private,167106.0,HS-grad,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,40.0,Hong,<=50K
27459,29284,27.0,Private,177955.0,5th-6th,3,Never-married,Priv-house-serv,Other-relative,White,Female,2176,0,40.0,El-Salvador,<=50K
10947,11682,56.0,Private,100776.0,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,50.0,United-States,<=50K
4655,4953,49.0,Private,142287.0,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1902,50.0,United-States,>50K
14978,15968,38.0,Private,275223.0,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,7298,0,40.0,United-States,>50K
30285,32305,34.0,Private,356882.0,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45.0,United-States,>50K
27679,29521,25.0,Private,148300.0,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,35.0,United-States,<=50K
18799,20024,32.0,Local-gov,186993.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40.0,United-States,<=50K
30195,32210,31.0,Private,284395.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40.0,United-States,<=50K
19978,21296,27.0,Private,189462.0,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,1504,45.0,United-States,<=50K
11033,11771,18.0,Private,36251.0,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,15.0,United-States,<=50K
25291,26965,22.0,Local-gov,412316.0,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,40.0,United-States,<=50K
21384,22796,57.0,Self-emp-not-inc,25124.0,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,60.0,United-States,<=50K
102,107,30.0,Private,194901.0,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40.0,United-States,<=50K
23716,25283,56.0,Private,143266.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,>50K
16739,17839,38.0,Private,279315.0,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,40.0,United-States,<=50K
19048,20294,19.0,Private,448337.0,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,30.0,United-States,<=50K
1654,1758,51.0,,167651.0,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,40.0,United-States,<=50K
27774,29619,44.0,Private,235786.0,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,45.0,United-States,>50K
10107,10784,28.0,,223745.0,Some-college,10,Never-married,,Unmarried,White,Female,0,0,40.0,United-States,<=50K
1126,1191,48.0,Private,182862.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,>50K
19310,20573,22.0,Private,203182.0,Some-college,10,Separated,Sales,Unmarried,White,Female,0,0,43.0,United-States,<=50K
16023,17077,54.0,Self-emp-inc,108435.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50.0,United-States,>50K
6717,7166,39.0,Private,448337.0,HS-grad,9,Widowed,Handlers-cleaners,Unmarried,White,Male,0,0,40.0,,<=50K
26700,28473,31.0,Private,373185.0,Some-college,10,Never-married,Craft-repair,Unmarried,White,Male,0,0,42.0,Mexico,<=50K
7775,8283,38.0,Private,326886.0,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45.0,United-States,>50K
18297,19483,53.0,Private,95469.0,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1902,40.0,United-States,>50K
10193,10874,53.0,Private,233369.0,Some-college,10,Widowed,Exec-managerial,Unmarried,White,Female,0,0,40.0,United-States,<=50K
4099,4356,50.0,Federal-gov,36489.0,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Male,0,0,40.0,United-States,<=50K
8725,9307,29.0,Self-emp-not-inc,394927.0,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45.0,United-States,<=50K
1486,1580,26.0,Private,266912.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50.0,United-States,>50K
1598,1698,44.0,Private,202565.0,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,45.0,United-States,<=50K
29664,31633,26.0,,370727.0,Bachelors,13,Married-civ-spouse,,Wife,White,Female,0,1977,40.0,United-States,>50K
24309,25928,28.0,,303674.0,HS-grad,9,Married-civ-spouse,,Wife,White,Female,3103,0,20.0,United-States,<=50K
16315,17388,39.0,Private,141584.0,Masters,14,Never-married,Sales,Not-in-family,White,Male,0,2444,45.0,United-States,>50K
831,873,51.0,Self-emp-not-inc,160724.0,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,2415,40.0,China,>50K
4878,5186,65.0,Self-emp-not-inc,226215.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,15.0,United-States,<=50K
3271,3477,46.0,Private,448337.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,4386,0,40.0,United-States,>50K
25561,27252,41.0,Self-emp-not-inc,170214.0,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,2179,40.0,United-States,<=50K
10082,10757,39.0,Private,230054.0,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50.0,United-States,>50K
1247,1320,61.0,Local-gov,101265.0,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,1471,0,35.0,United-States,<=50K
5511,5865,24.0,Private,190293.0,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
3889,4127,39.0,Self-emp-not-inc,126569.0,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,60.0,United-States,>50K
11868,12653,23.0,Private,181820.0,Some-college,10,Never-married,Farming-fishing,Unmarried,White,Male,0,0,45.0,United-States,<=50K
16495,17579,37.0,Self-emp-inc,162164.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
23556,25114,26.0,Private,305304.0,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40.0,United-States,<=50K
26060,27790,23.0,Private,250630.0,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,30.0,United-States,<=50K
12647,13473,34.0,Private,188246.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40.0,United-States,<=50K
4708,5008,42.0,Private,251229.0,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40.0,United-States,<=50K
29706,31679,31.0,Private,182237.0,10th,6,Separated,Transport-moving,Unmarried,White,Male,0,0,40.0,United-States,<=50K
44,47,44.0,Private,128354.0,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40.0,United-States,<=50K
30192,32207,33.0,Private,256362.0,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,35.0,United-States,<=50K
24418,26042,43.0,Private,188436.0,Prof-school,15,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
25014,26673,59.0,Private,202682.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
10857,11587,40.0,Private,119101.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,5178,0,40.0,United-States,>50K
2821,3005,19.0,,145234.0,Some-college,10,Never-married,,Own-child,White,Male,0,0,30.0,United-States,<=50K
30476,32515,66.0,Federal-gov,47358.0,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,3471,0,40.0,United-States,<=50K
23551,25108,44.0,Private,54310.0,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,40.0,United-States,>50K
14165,15102,76.0,Local-gov,169133.0,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,30.0,United-States,<=50K
10057,10731,30.0,Local-gov,108386.0,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40.0,United-States,<=50K
16851,17954,58.0,Private,153551.0,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,60.0,United-States,<=50K
18207,19384,44.0,Local-gov,124924.0,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male,0,0,44.0,United-States,<=50K
12828,13671,34.0,Private,124569.0,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
4008,4255,44.0,Private,228320.0,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45.0,United-States,>50K
12818,13658,34.0,Private,231238.0,9th,5,Separated,Farming-fishing,Unmarried,Black,Male,0,0,40.0,United-States,<=50K
15038,16031,35.0,Private,170092.0,HS-grad,9,Married-spouse-absent,Other-service,Unmarried,Black,Female,0,0,20.0,United-States,<=50K
21420,22835,61.0,Private,26254.0,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
3879,4117,50.0,Private,144968.0,HS-grad,9,Never-married,Tech-support,Own-child,White,Male,0,0,15.0,United-States,<=50K
16210,17274,41.0,Private,185057.0,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40.0,,<=50K
26040,27770,66.0,,182378.0,7th-8th,4,Married-civ-spouse,,Husband,White,Male,0,0,30.0,United-States,<=50K
9241,9857,61.0,Self-emp-not-inc,96073.0,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50.0,England,>50K
3412,3623,31.0,Private,247328.0,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3137,0,40.0,Mexico,<=50K
12460,13278,64.0,Private,231619.0,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,21.0,United-States,<=50K
10760,11478,73.0,Local-gov,161027.0,5th-6th,3,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,20.0,United-States,<=50K
20079,21404,37.0,Private,238959.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40.0,United-States,<=50K
9169,9779,42.0,Private,250536.0,Some-college,10,Separated,Other-service,Unmarried,Black,Female,0,0,21.0,Haiti,<=50K
13629,14530,48.0,Private,169324.0,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,32.0,Haiti,<=50K
25122,26787,33.0,Federal-gov,188246.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
15201,16205,36.0,Private,99146.0,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1887,40.0,United-States,>50K
610,643,36.0,Private,188563.0,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,5178,0,50.0,United-States,>50K
9460,10092,22.0,State-gov,347803.0,Some-college,10,Never-married,Adm-clerical,Not-in-family,Other,Male,0,0,20.0,United-States,<=50K
4777,5079,53.0,Private,127671.0,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40.0,United-States,<=50K
27837,29686,27.0,Private,207611.0,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,40.0,United-States,<=50K
3715,3943,49.0,Private,371299.0,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,35.0,United-States,<=50K
30235,32252,37.0,Self-emp-not-inc,103925.0,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,0,0,50.0,United-States,<=50K
26236,27977,35.0,Private,197719.0,Some-college,10,Never-married,Machine-op-inspct,Other-relative,Amer-Indian-Eskimo,Male,0,0,40.0,United-States,<=50K
28334,30223,44.0,Private,150533.0,Some-college,10,Separated,Craft-repair,Not-in-family,White,Male,0,1876,55.0,United-States,<=50K
23157,24693,22.0,Private,82393.0,9th,5,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,0,0,40.0,Philippines,<=50K
20295,21638,45.0,Private,357540.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,2002,55.0,United-States,<=50K
5013,5328,27.0,Private,175262.0,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,40.0,United-States,<=50K
14427,15378,67.0,Private,105216.0,Some-college,10,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,16.0,United-States,<=50K
22079,23547,41.0,Private,102085.0,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,40.0,United-States,<=50K
17231,18352,47.0,Private,102569.0,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40.0,United-States,>50K
5115,5436,39.0,Private,316211.0,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40.0,United-States,>50K
4120,4378,45.0,Private,178215.0,9th,5,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40.0,United-States,>50K
7918,8438,41.0,Private,213055.0,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,Other,Female,0,0,50.0,United-States,<=50K
6450,6881,52.0,State-gov,303462.0,Some-college,10,Separated,Protective-serv,Unmarried,White,Male,0,0,40.0,United-States,<=50K
18479,19677,29.0,Local-gov,195520.0,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40.0,United-States,<=50K
9649,10296,42.0,Private,340234.0,HS-grad,9,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,15024,0,40.0,United-States,>50K
15540,16564,30.0,Private,272669.0,Some-college,10,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Male,0,0,40.0,United-States,<=50K
17995,19165,60.0,Self-emp-not-inc,193038.0,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,15.0,United-States,<=50K
20582,21946,30.0,,411560.0,HS-grad,9,Married-civ-spouse,,Husband,Black,Male,0,0,40.0,United-States,<=50K
12883,13732,44.0,Private,277720.0,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35.0,United-States,<=50K
28770,30685,42.0,Self-emp-not-inc,215219.0,11th,7,Separated,Other-service,Unmarried,White,Female,0,0,30.0,United-States,<=50K
5781,6152,46.0,Local-gov,236827.0,9th,5,Separated,Other-service,Unmarried,Black,Female,0,0,40.0,United-States,<=50K
5413,5758,20.0,Private,165804.0,Some-college,10,Never-married,Adm-clerical,Own-child,Other,Female,0,0,40.0,United-States,<=50K
22381,23873,40.0,Private,130760.0,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45.0,United-States,<=50K
15254,16261,56.0,Private,161662.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,42.0,United-States,>50K
21842,23289,17.0,Private,98675.0,9th,5,Never-married,Other-service,Unmarried,White,Female,0,0,20.0,United-States,<=50K
28216,30097,28.0,Private,407043.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40.0,United-States,<=50K
20258,21600,33.0,Private,204494.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,56.0,United-States,>50K
9976,10644,43.0,Private,174325.0,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40.0,United-States,<=50K
19508,20791,29.0,Private,331875.0,12th,8,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40.0,Dominican-Republic,<=50K
5880,6254,23.0,Private,178818.0,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
19973,21291,47.0,Self-emp-inc,239321.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40.0,United-States,>50K
16621,17715,37.0,Private,448337.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50.0,United-States,>50K
15571,16595,28.0,,205562.0,Masters,14,Never-married,,Not-in-family,Black,Female,0,0,40.0,United-States,<=50K
17782,18936,27.0,Private,211184.0,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,52.0,United-States,<=50K
1018,1078,49.0,Private,31339.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
16552,17643,20.0,,238685.0,11th,7,Divorced,,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
7729,8235,26.0,Self-emp-not-inc,233933.0,10th,6,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,32.0,United-States,<=50K
12583,13408,26.0,Private,177720.0,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,White,Female,0,0,45.0,United-States,<=50K
15163,16166,51.0,Private,257337.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50.0,United-States,<=50K
18462,19659,30.0,Private,149507.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,42.0,United-States,<=50K
18310,19497,56.0,Private,177271.0,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40.0,United-States,>50K
129,134,46.0,Private,146195.0,Assoc-acdm,12,Divorced,Tech-support,Not-in-family,Black,Female,0,0,36.0,United-States,<=50K
25490,27177,36.0,Private,189674.0,Some-college,10,Separated,Other-service,Other-relative,Black,Female,0,0,40.0,United-States,<=50K
25412,27092,37.0,Private,138192.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45.0,United-States,<=50K
16381,17459,24.0,Private,83783.0,Bachelors,13,Never-married,Tech-support,Own-child,White,Female,0,0,40.0,United-States,<=50K
22415,23908,22.0,Private,205839.0,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,45.0,United-States,<=50K
198,207,35.0,Private,36270.0,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,60.0,United-States,<=50K
28005,29868,24.0,Private,229826.0,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,30.0,United-States,<=50K
21965,23423,30.0,Private,19302.0,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40.0,United-States,>50K
7633,8131,34.0,Private,131552.0,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,40.0,United-States,<=50K
23663,25225,61.0,,124648.0,10th,6,Divorced,,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
13800,14715,33.0,Private,205152.0,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,55.0,United-States,>50K
8144,8686,59.0,Private,157932.0,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,>50K
26154,27891,50.0,Private,177927.0,HS-grad,9,Divorced,Protective-serv,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
11412,12166,53.0,Private,49715.0,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Male,0,0,40.0,United-States,<=50K
29385,31345,21.0,Private,129232.0,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40.0,United-States,<=50K
7770,8277,43.0,Private,209149.0,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,35.0,United-States,<=50K
23736,25305,51.0,Federal-gov,124076.0,Bachelors,13,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
18467,19664,52.0,Private,343440.0,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40.0,United-States,<=50K
15883,16922,39.0,Private,129150.0,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50.0,United-States,>50K
7109,7572,63.0,Private,118798.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,99999,0,40.0,United-States,>50K
19414,20689,37.0,Private,34378.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35.0,United-States,<=50K
14105,15039,29.0,Private,89813.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40.0,Scotland,<=50K
2646,2817,41.0,Private,237321.0,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40.0,Mexico,>50K
1918,2038,49.0,State-gov,213307.0,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40.0,United-States,<=50K
13895,14818,44.0,Private,230684.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,50.0,United-States,>50K
27277,29084,46.0,State-gov,107231.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1740,40.0,United-States,<=50K
